ID,S_ID,Case Number,Description,District,Ward,FBI Code,Year
1363766,43301,G071055,TO VEHICLE,6.0,,14,2001.0
1363767,43302,G070991,HARASSMENT BY TELEPHONE,14.0,,26,2001.0
1363770,43303,G071036,HARASSMENT BY TELEPHONE,5.0,,26,2001.0
1363774,43304,G071111,HARASSMENT BY TELEPHONE,19.0,,26,2001.0
1363775,43305,G071109,HARASSMENT BY TELEPHONE,12.0,,26,2001.0
1363776,43306,G071045,$500 AND UNDER,22.0,,6,2001.0
1363777,43307,G071129,OTHER VEHICLE OFFENSE,3.0,,26,2001.0
1363778,43308,G071138,TO PROPERTY,8.0,,14,2001.0
1363779,43309,G071144,HARASSMENT BY TELEPHONE,6.0,,26,2001.0
1363780,43310,G071147,TO VEHICLE,15.0,,14,2001.0
1363781,43311,G071163,OTHER CRIME INVOLVING PROPERTY,10.0,,26,2001.0
1363784,43312,G071082,AUTOMOBILE,10.0,,7,2001.0
1363785,43313,G071185,TELEPHONE THREAT,17.0,,26,2001.0
1363787,43314,G071216,TELEPHONE THREAT,4.0,,26,2001.0
1363789,43315,G071254,AUTOMOBILE,16.0,,7,2001.0
1363790,43316,G071261,"TRUCK, BUS, MOTOR HOME",7.0,,7,2001.0
1363791,43317,G071314,TO VEHICLE,14.0,,14,2001.0
1363792,43318,G071330,TELEPHONE THREAT,25.0,,26,2001.0
1363793,43319,G071337,TELEPHONE THREAT,9.0,,26,2001.0
1363795,43320,G071341,STRONGARM - NO WEAPON,19.0,,3,2001.0
1363796,43321,G071377,$500 AND UNDER,2.0,,6,2001.0
1363797,43322,G071389,OTHER CRIME INVOLVING PROPERTY,15.0,,26,2001.0
1363799,43323,G071246,OBSCENE TELEPHONE CALLS,9.0,,17,2001.0
1363801,43324,G070698,SIMPLE,12.0,,08A,2001.0
1363802,43325,G069791,$500 AND UNDER,12.0,,6,2001.0
1363803,43326,G070020,STRONGARM - NO WEAPON,12.0,,3,2001.0
1363804,43327,G071432,TELEPHONE THREAT,2.0,,26,2001.0
1363805,43328,G070434,STRONGARM - NO WEAPON,12.0,,3,2001.0
1363806,43329,G068684,OTHER CRIME AGAINST PERSON,12.0,,26,2001.0
1363807,43330,G063096,TO LAND,12.0,,26,2001.0
1363808,43331,G071074,AGGRAVATED: OTHER DANG WEAPON,12.0,,04B,2001.0
1363809,43332,G068463,TO LAND,12.0,,26,2001.0
1363810,43333,G069770,AGGRAVATED:KNIFE/CUTTING INSTR,8.0,,04A,2001.0
1363811,43334,G068905,TO PROPERTY,12.0,,14,2001.0
1363812,43335,G069710,ARMED: HANDGUN,12.0,,3,2001.0
1363813,43336,G069711,ATTEMPT: STRONGARM-NO WEAPON,8.0,,3,2001.0
1363815,43337,G068486,FORCIBLE ENTRY,8.0,,5,2001.0
1363816,43338,G070011,OVER $500,5.0,,6,2001.0
1363817,43339,G069669,TO PROPERTY,5.0,,14,2001.0
1363818,43340,G070243,ATTEMPT FORCIBLE ENTRY,8.0,,5,2001.0
1363819,43341,G070663,TO VEHICLE,12.0,,14,2001.0
1363821,43342,G069751,AGGRAVATED: OTHER DANG WEAPON,12.0,,04A,2001.0
1363822,43343,G069208,SIMPLE,5.0,,08B,2001.0
1363823,43344,G066929,AGGRAVATED: HANDGUN,8.0,,04B,2001.0
1363824,43345,G070503,OVER $500,7.0,,6,2001.0
1363825,43346,G070176,TO PROPERTY,5.0,,14,2001.0
1363826,43347,G066892,TO LAND,19.0,,26,2001.0
1363827,43348,G070867,BY FIRE,17.0,,9,2001.0
1363828,43349,G069610,$500 AND UNDER,19.0,,6,2001.0
1363829,43350,G070664,TO LAND,12.0,,26,2001.0
1363830,43351,G069868,SIMPLE,5.0,,08B,2001.0
1363831,43352,G070762,ARMED:KNIFE/CUTTING INSTRUMENT,8.0,,3,2001.0
1363832,43353,G071033,AGGRAVATED: OTHER DANG WEAPON,12.0,,04B,2001.0
1363833,43354,G070684,AGG PO HANDS NO/MIN INJURY,5.0,,08B,2001.0
1363834,43355,G068295,$500 AND UNDER,5.0,,6,2001.0
1363835,43356,G068827,NON-AGGRAVATED,19.0,,2,2001.0
1363836,43357,G066825,TO LAND,19.0,,26,2001.0
1363837,43358,G070131,AGGRAVATED: HANDGUN,5.0,,04A,2001.0
1363838,43359,G071168,TO LAND,12.0,,26,2001.0
1363840,43360,G070962,AGGRAVATED: OTHER DANG WEAPON,5.0,,04B,2001.0
1363842,43361,G069599,AUTOMOBILE,17.0,,7,2001.0
1363844,43362,G069445,STRONGARM - NO WEAPON,19.0,,3,2001.0
1363846,43363,G070723,TO STATE SUP LAND,12.0,,26,2001.0
1363847,43364,G071459,TO VEHICLE,4.0,,14,2001.0
1363848,43365,G070597,SIMPLE,5.0,,08B,2001.0
1363849,43366,G068460,ARMED:KNIFE/CUTTING INSTRUMENT,8.0,,3,2001.0
1363850,43367,G069855,FORCIBLE ENTRY,12.0,,5,2001.0
1363851,43368,G070188,SIMPLE,12.0,,08B,2001.0
1363852,43369,G070515,$500 AND UNDER,5.0,,6,2001.0
1363853,43370,G069109,STRONGARM - NO WEAPON,19.0,,3,2001.0
1363854,43371,G069722,TO PROPERTY,12.0,,14,2001.0
1363856,43372,G070697,AGGRAVATED: OTHER DANG WEAPON,5.0,,04A,2001.0
1363858,43373,G070794,TO STATE SUP LAND,12.0,,26,2001.0
1363859,43374,G070337,SIMPLE,19.0,,08B,2001.0
1363860,43375,G071177,THEFT/RECOVERY: AUTOMOBILE,8.0,,7,2001.0
1363861,43376,G070708,SIMPLE,5.0,,08B,2001.0
1363864,43377,G069353,UNLAWFUL ENTRY,19.0,,5,2001.0
1363865,43378,G067016,AGGRAVATED: OTHER,10.0,,2,2001.0
1363866,43379,G069508,$500 AND UNDER,12.0,,6,2001.0
1363868,43380,G071466,OVER $500,18.0,,6,2001.0
1363869,43381,G070585,SIMPLE,19.0,,08A,2001.0
1363870,43382,G069175,OVER $500,10.0,,6,2001.0
1363871,43383,G071349,AGGRAVATED:KNIFE/CUTTING INSTR,5.0,,04B,2001.0
1363872,43384,G071219,THEFT OF LABOR/SERVICES,1.0,,11,2001.0
1363873,43385,G071075,ENDANGERING LIFE/HEALTH CHILD,5.0,,26,2001.0
1363875,43386,G069557,AGGRAVATED:KNIFE/CUTTING INSTR,1.0,,04A,2001.0
1363876,43387,G070825,FORCIBLE ENTRY,10.0,,5,2001.0
1363877,43388,G068286,TO LAND,19.0,,26,2001.0
1363879,43389,G068426,ARMED: HANDGUN,5.0,,3,2001.0
1363880,43390,G070098,THEFT/RECOVERY: AUTOMOBILE,12.0,,7,2001.0
1363881,43391,G069001,$500 AND UNDER,10.0,,6,2001.0
1363882,43392,G069467,SIMPLE,19.0,,08B,2001.0
1363883,43393,G068881,AUTOMOBILE,9.0,,7,2001.0
1363884,43394,G070859,FORCIBLE ENTRY,5.0,,5,2001.0
1363885,43395,G070561,FORCIBLE ENTRY,10.0,,5,2001.0
1363886,43396,G071056,RESIST/OBSTRUCT/DISARM OFFICER,5.0,,24,2001.0
1363887,43397,G069081,AGGRAVATED: OTHER DANG WEAPON,3.0,,04B,2001.0
1363888,43398,G071143,OVER $500,20.0,,6,2001.0
1363891,43399,G069096,TO VEHICLE,19.0,,14,2001.0
1363892,43400,G060670,TO VEHICLE,17.0,,14,2001.0
1363893,43401,G071065,SIMPLE,5.0,,08B,2001.0
1363894,43402,G066815,SIMPLE,1.0,,08A,2001.0
1363895,43403,G069632,FORCIBLE ENTRY,10.0,,5,2001.0
1363896,43404,G070898,TO VEHICLE,12.0,,14,2001.0
1363897,43405,G069538,OVER $500,10.0,,6,2001.0
1363898,43406,G071301,AGGRAVATED: HANDGUN,8.0,,04B,2001.0
1363899,43407,G069554,AGGRAVATED: OTHER DANG WEAPON,3.0,,04A,2001.0
1363900,43408,G068620,AUTOMOBILE,9.0,,7,2001.0
1363903,43409,G071474,$500 AND UNDER,16.0,,6,2001.0
1363904,43410,G067880,TO VEHICLE,10.0,,14,2001.0
1363905,43411,G071339,AGGRAVATED:KNIFE/CUTTING INSTR,8.0,,04B,2001.0
1363908,43412,G068750,TO LAND,1.0,,26,2001.0
1363909,43413,G071166,$500 AND UNDER,20.0,,6,2001.0
1363910,43414,G069218,FORCIBLE ENTRY,10.0,,5,2001.0
1363912,43415,G069276,SIMPLE,9.0,,08B,2001.0
1363913,43416,G069889,SIMPLE,19.0,,08A,2001.0
1363914,43417,G065803,SIMPLE,17.0,,08B,2001.0
1363916,43418,G070041,CRIMINAL SEXUAL ABUSE,3.0,,17,2001.0
1363918,43419,G071093,OVER $500,5.0,,6,2001.0
1363920,43420,G066990,$500 AND UNDER,1.0,,6,2001.0
1363921,43421,G069311,AGGRAVATED: HANDGUN,10.0,,04A,2001.0
1363922,43422,G071127,OVER $500,1.0,,6,2001.0
1363925,43423,G069473,STRONGARM - NO WEAPON,10.0,,3,2001.0
1363926,43424,G069895,ARMED: OTHER DANGEROUS WEAPON,3.0,,3,2001.0
1363927,43425,G070523,TO STATE SUP LAND,10.0,,26,2001.0
1363929,43426,G066283,SIMPLE,17.0,,08B,2001.0
1363930,43427,G066577,$500 AND UNDER,1.0,,6,2001.0
1363933,43428,G069058,TO VEHICLE,19.0,,14,2001.0
1363934,43429,G071386,ARMED: OTHER DANGEROUS WEAPON,5.0,,3,2001.0
1363935,43430,G069963,SIMPLE,19.0,,08B,2001.0
1363937,43431,G071212,AGGRAVATED: OTHER DANG WEAPON,9.0,,04B,2001.0
1363938,43432,G066653,SIMPLE,24.0,,08A,2001.0
1363939,43433,G068170,$500 AND UNDER,17.0,,6,2001.0
1363940,43434,G069432,$500 AND UNDER,20.0,,6,2001.0
1363942,43435,G068678,THEFT OF LABOR/SERVICES,1.0,,11,2001.0
1363943,43436,G071227,THEFT/RECOVERY: AUTOMOBILE,12.0,,7,2001.0
1363944,43437,G070259,ARMED: HANDGUN,10.0,,3,2001.0
1363945,43438,G068551,STRONGARM - NO WEAPON,3.0,,3,2001.0
1363946,43439,G071008,SIMPLE,5.0,,08A,2001.0
1363948,43440,G069651,FORCIBLE ENTRY,5.0,,5,2001.0
1363949,43441,G070289,AUTOMOBILE,7.0,,7,2001.0
1363950,43442,G066086,SIMPLE,7.0,,08B,2001.0
1363951,43443,G069789,SIMPLE,24.0,,08B,2001.0
1363952,43444,G069280,TO LAND,16.0,,26,2001.0
1363953,43445,G069284,ARMED: HANDGUN,17.0,,3,2001.0
1363954,43446,G070193,SIMPLE,19.0,,08B,2001.0
1363955,43447,G071108,SIMPLE,5.0,,08B,2001.0
1363957,43448,G070884,$500 AND UNDER,20.0,,6,2001.0
1363958,43449,G069875,OVER $500,1.0,,6,2001.0
1363959,43450,G068893,SIMPLE,16.0,,08B,2001.0
1363960,43451,G069317,SIMPLE,24.0,,08B,2001.0
1363961,43452,G070894,ARMED: HANDGUN,3.0,,3,2001.0
1363964,43453,G069689,SIMPLE,19.0,,08B,2001.0
1363965,43454,G070375,AGGRAVATED:KNIFE/CUTTING INSTR,9.0,,04A,2001.0
1363966,43455,G071211,THEFT/RECOVERY: AUTOMOBILE,5.0,,7,2001.0
1363968,43456,G064159,FRAUD OR CONFIDENCE GAME,24.0,,11,2001.0
1363969,43457,G060635,ARMED: HANDGUN,3.0,,3,2001.0
1363970,43458,G068761,$500 AND UNDER,16.0,,6,2001.0
1363971,43459,G070616,AUTOMOBILE,25.0,,7,2001.0
1363972,43460,G071030,TO PROPERTY,5.0,,14,2001.0
1363973,43461,G069909,$500 AND UNDER,1.0,,6,2001.0
1363974,43462,G071142,SIMPLE,12.0,,08B,2001.0
1363977,43463,G064405,AGGRAVATED: OTHER DANG WEAPON,9.0,,04B,2001.0
1363978,43464,G068119,SIMPLE,16.0,,08A,2001.0
1363979,43465,G069403,THEFT OF LABOR/SERVICES,17.0,,11,2001.0
1363980,43466,G070055,$500 AND UNDER,8.0,,6,2001.0
1363981,43467,G069677,SIMPLE,24.0,,08B,2001.0
1363982,43468,G070983,TO VEHICLE,5.0,,14,2001.0
1363983,43469,G070433,TO LAND,19.0,,26,2001.0
1363985,43470,G067889,STRONGARM - NO WEAPON,7.0,,3,2001.0
1363986,43471,G070612,OVER $500,1.0,,6,2001.0
1363987,43472,G068714,FRAUD OR CONFIDENCE GAME,12.0,,11,2001.0
1363988,43473,G067303,COUNTERFEITING DOCUMENT,19.0,,10,2001.0
1363989,43474,G069977,OVER $500,8.0,,6,2001.0
1363990,43475,G071272,TO PROPERTY,12.0,,14,2001.0
1363991,43476,G071385,AUTOMOBILE,12.0,,7,2001.0
1363992,43477,G070950,ATT: AUTOMOBILE,25.0,,7,2001.0
1363993,43478,G070447,TO PROPERTY,4.0,,14,2001.0
1363994,43479,G069715,TELEPHONE THREAT,24.0,,26,2001.0
1363995,43480,G071308,AGGRAVATED: OTHER DANG WEAPON,9.0,,04B,2001.0
1363996,43481,G070856,FORCIBLE ENTRY,3.0,,5,2001.0
1363997,43482,G069418,STRONGARM - NO WEAPON,17.0,,3,2001.0
1363998,43483,G071167,TO PROPERTY,12.0,,14,2001.0
1363999,43484,G071031,CHILD ABUSE,5.0,,20,2001.0
1364,43485,HH205535,FIRST DEGREE MURDER,11.0,,01A,2002.0
1364000,43486,G070060,OVER $500,20.0,,6,2001.0
1364001,43487,G069891,TO PROPERTY,8.0,,14,2001.0
1364002,43488,G069341,SIMPLE,1.0,,08B,2001.0
1364004,43489,G070711,NON-AGGRAVATED,24.0,,2,2001.0
1364005,43490,G070279,AGGRAVATED,4.0,,3,2001.0
1364006,43491,G069725,TO PROPERTY,8.0,,14,2001.0
1364007,43492,G070811,HARASSMENT BY TELEPHONE,24.0,,26,2001.0
1364008,43493,G071239,$500 AND UNDER,19.0,,6,2001.0
1364009,43494,G071050,SIMPLE,12.0,,08B,2001.0
1364010,43495,G067811,ARMED: HANDGUN,4.0,,3,2001.0
1364011,43496,G041016,SIMPLE,4.0,,08B,2001.0
1364012,43497,G070502,FORCIBLE ENTRY,3.0,,5,2001.0
1364013,43498,G067639,THEFT OF LABOR/SERVICES,10.0,,11,2001.0
1364014,43499,G070722,SIMPLE,8.0,,08B,2001.0
1364015,43500,G071491,$500 AND UNDER,18.0,,6,2001.0
1364016,43501,G070178,AUTOMOBILE,25.0,,7,2001.0
1364017,43502,G070389,SIMPLE,24.0,,08B,2001.0
1364018,43503,G069237,SIMPLE,19.0,,08A,2001.0
1364019,43504,G070644,TO LAND,10.0,,26,2001.0
1364020,43505,G069660,ARMED: HANDGUN,24.0,,3,2001.0
1364022,43506,G069635,SIMPLE,9.0,,08B,2001.0
1364024,43507,G071283,TO LAND,5.0,,26,2001.0
1364025,43508,G070940,FORCIBLE ENTRY,16.0,,5,2001.0
1364026,43509,G065977,OTHER CRIME INVOLVING PROPERTY,4.0,,26,2001.0
1364027,43510,G070992,FORCIBLE ENTRY,3.0,,5,2001.0
1364028,43511,G071294,SIMPLE,19.0,,08B,2001.0
1364029,43512,G068277,SIMPLE,7.0,,08B,2001.0
1364030,43513,G069436,SIMPLE,17.0,,08B,2001.0
1364032,43514,G070091,AUTOMOBILE,25.0,,7,2001.0
1364033,43515,G070303,OVER $500,16.0,,6,2001.0
1364034,43516,G070229,SIMPLE,10.0,,08B,2001.0
1364035,43517,G065679,AGGRAVATED:KNIFE/CUTTING INSTR,22.0,,04A,2001.0
1364036,43518,G070603,TO PROPERTY,4.0,,14,2001.0
1364037,43519,G071225,SIMPLE,9.0,,08B,2001.0
1364038,43520,G069481,ARMED: OTHER DANGEROUS WEAPON,24.0,,3,2001.0
1364039,43521,G070956,SIMPLE,10.0,,08B,2001.0
1364040,43522,G069741,$500 AND UNDER,4.0,,6,2001.0
1364042,43523,G067561,TO PROPERTY,5.0,,14,2001.0
1364043,43524,G068954,AGGRAVATED:KNIFE/CUTTING INSTR,25.0,,04B,2001.0
1364044,43525,G069740,OVER $500,17.0,,6,2001.0
1364045,43526,G070112,FORCIBLE ENTRY,3.0,,5,2001.0
1364046,43527,G070627,TO PROPERTY,3.0,,14,2001.0
1364047,43528,G065934,OVER $500,16.0,,6,2001.0
1364048,43529,G071433,SIMPLE,19.0,,08B,2001.0
1364049,43530,G069845,TO PROPERTY,4.0,,14,2001.0
1364050,43531,G067704,SIMPLE,8.0,,08B,2001.0
1364052,43532,G071243,SIMPLE,24.0,,08B,2001.0
1364053,43533,G069606,FORCIBLE ENTRY,3.0,,5,2001.0
1364054,43534,G070604,OVER $500,3.0,,6,2001.0
1364055,43535,G070471,SIMPLE,16.0,,08B,2001.0
1364122,43536,G071509,OVER $500,18.0,,6,2001.0
1364057,43537,G069199,AGGRAVATED:KNIFE/CUTTING INSTR,25.0,,04B,2001.0
1364059,43538,G069277,SIMPLE,19.0,,08B,2001.0
1364060,43539,G070514,SIMPLE,10.0,,08A,2001.0
1364062,43540,G071176,SIMPLE,9.0,,08B,2001.0
1364064,43541,G066369,FORGERY,16.0,,10,2001.0
1364065,43542,G071448,THEFT OF LABOR/SERVICES,24.0,,11,2001.0
1364066,43543,G069221,AGGRAVATED: HANDGUN,4.0,,04B,2001.0
1364067,43544,G068037,SIMPLE,4.0,,08B,2001.0
1364068,43545,G071128,SIMPLE,3.0,,08B,2001.0
1364069,43546,G069359,ARMED: HANDGUN,24.0,,3,2001.0
1364070,43547,G065224,SIMPLE,9.0,,08A,2001.0
1364071,43548,G069160,SIMPLE,16.0,,08B,2001.0
1364073,43549,G063669,SIMPLE,22.0,,08A,2001.0
1364074,43550,G067838,SIMPLE,8.0,,08B,2001.0
1364076,43551,G069531,SIMPLE,10.0,,08B,2001.0
1364077,43552,G070291,TO LAND,4.0,,26,2001.0
1364078,43553,G070625,TO PROPERTY,4.0,,14,2001.0
1364079,43554,G070610,TO PROPERTY,3.0,,14,2001.0
1364080,43555,G070975,UNLAWFUL USE/SALE AIR RIFLE,16.0,,15,2001.0
1364081,43556,G071494,AUTOMOBILE,15.0,,7,2001.0
1364082,43557,G069634,SIMPLE,4.0,,08B,2001.0
1364084,43558,G069668,FORCIBLE ENTRY,24.0,,5,2001.0
1364085,43559,G067347,PUBLIC INDECENCY,8.0,,17,2001.0
1364087,43560,G051271,TO VEHICLE,22.0,,14,2001.0
1364088,43561,G070546,UNLAWFUL ENTRY,19.0,,5,2001.0
1364089,43562,G069832,UNLAWFUL USE/SALE AIR RIFLE,4.0,,15,2001.0
1364091,43563,G063733,CREDIT CARD FRAUD,8.0,,11,2001.0
1364093,43564,G069475,ARMED: HANDGUN,25.0,,3,2001.0
1364094,43565,G070676,AGGRAVATED:KNIFE/CUTTING INSTR,7.0,,04A,2001.0
1364097,43566,G064693,TO PROPERTY,4.0,,14,2001.0
1364098,43567,G069822,FORCIBLE ENTRY,24.0,,5,2001.0
1364099,43568,G070194,ATT: AUTOMOBILE,10.0,,7,2001.0
1364101,43569,G070419,$500 AND UNDER,8.0,,6,2001.0
1364104,43570,G070661,TELEPHONE THREAT,3.0,,26,2001.0
1364106,43571,G070347,SIMPLE,9.0,,08A,2001.0
1364107,43572,G070412,SIMPLE,4.0,,08B,2001.0
1364109,43573,G067630,$500 AND UNDER,8.0,,6,2001.0
1364110,43574,G071456,TO LAND,4.0,,26,2001.0
1364112,43575,G070169,$500 AND UNDER,8.0,,6,2001.0
1364113,43576,G069407,THEFT/RECOVERY: AUTOMOBILE,1.0,,7,2001.0
1364114,43577,G070679,AGG PO HANDS NO/MIN INJURY,7.0,,08A,2001.0
1364116,43578,G069771,FORCIBLE ENTRY,24.0,,5,2001.0
1364117,43579,G071505,TO VEHICLE,4.0,,14,2001.0
1364119,43580,G070284,$500 AND UNDER,8.0,,6,2001.0
1364120,43581,G070609,THEFT/RECOVERY: AUTOMOBILE,4.0,,7,2001.0
1364123,43582,G065689,$500 AND UNDER,22.0,,6,2001.0
1364124,43583,G070586,FORCIBLE ENTRY,25.0,,5,2001.0
1364125,43584,G071335,SIMPLE,20.0,,08B,2001.0
1364128,43585,G068796,FRAUD OR CONFIDENCE GAME,7.0,,11,2001.0
1364130,43586,G071513,AUTOMOBILE,4.0,,7,2001.0
1364131,43587,G068844,$500 AND UNDER,8.0,,6,2001.0
1364132,43588,G071506,"TRUCK, BUS, MOTOR HOME",7.0,,7,2001.0
1364133,43589,G071123,$500 AND UNDER,24.0,,6,2001.0
1364134,43590,G069941,OVER $500,8.0,,6,2001.0
1364135,43591,G070353,SIMPLE,9.0,,08B,2001.0
1364136,43592,G070568,SIMPLE,4.0,,08B,2001.0
1364137,43593,G071180,SIMPLE,4.0,,08B,2001.0
1364139,43594,G068981,OVER $500,8.0,,6,2001.0
1364140,43595,G068996,SIMPLE,7.0,,08B,2001.0
1364141,43596,G071201,ARMED: HANDGUN,4.0,,3,2001.0
1364142,43597,G068848,SIMPLE,1.0,,08A,2001.0
1364143,43598,G069024,TO VEHICLE,4.0,,14,2001.0
1364144,43599,G069857,SIMPLE,9.0,,08B,2001.0
1364145,43600,G068102,TELEPHONE THREAT,20.0,,26,2001.0
1364146,43601,G067438,PUBLIC INDECENCY,8.0,,17,2001.0
1364147,43602,G069698,AUTOMOBILE,24.0,,7,2001.0
1364148,43603,G069801,SIMPLE,22.0,,08B,2001.0
1364149,43604,G070380,SIMPLE,9.0,,08A,2001.0
1364150,43605,G070210,FRAUD OR CONFIDENCE GAME,17.0,,11,2001.0
1364151,43606,G070831,OVER $500,7.0,,6,2001.0
1364152,43607,G069132,$500 AND UNDER,7.0,,6,2001.0
1364153,43608,G062198,STOLEN PROP: BUY/RECEIVE/POS.,1.0,,13,2001.0
1364154,43609,G068740,VIOLATE ORDER OF PROTECTION,1.0,,26,2001.0
1364155,43610,G064902,TO PROPERTY,8.0,,14,2001.0
1364156,43611,G070775,SIMPLE,9.0,,08B,2001.0
1364157,43612,G069820,SIMPLE,22.0,,08B,2001.0
1364158,43613,G070311,AUTOMOBILE,24.0,,7,2001.0
1364159,43614,G067987,PUBLIC INDECENCY,8.0,,17,2001.0
1364160,43615,G070277,$500 AND UNDER,17.0,,6,2001.0
1364161,43616,G071324,FORCIBLE ENTRY,4.0,,5,2001.0
1364162,43617,G070715,FRAUD OR CONFIDENCE GAME,8.0,,11,2001.0
1364163,43618,G068757,SIMPLE,20.0,,08B,2001.0
1364164,43619,G070835,SIMPLE,7.0,,08B,2001.0
1364165,43620,G070896,AGGRAVATED VEHICULAR HIJACKING,9.0,,3,2001.0
1364166,43621,G070977,UNLAWFUL USE OTHER DANG WEAPON,4.0,,15,2001.0
1364168,43622,G069887,SIMPLE,22.0,,08B,2001.0
1364169,43623,G070154,TO PROPERTY,7.0,,14,2001.0
1364170,43624,G071194,SIMPLE,4.0,,08A,2001.0
1364171,43625,G069358,TO PROPERTY,8.0,,14,2001.0
1364172,43626,G071215,TO PROPERTY,8.0,,14,2001.0
1364174,43627,G070332,SIMPLE,17.0,,08B,2001.0
1364178,43628,G066997,$500 AND UNDER,8.0,,6,2001.0
1364180,43629,G070793,VIOLATE ORDER OF PROTECTION,3.0,,26,2001.0
1364181,43630,G071520,SIMPLE,14.0,,08B,2001.0
1364182,43631,G070221,SIMPLE,22.0,,08B,2001.0
1364183,43632,G070980,SIMPLE,8.0,,08B,2001.0
1364184,43633,G069874,TO VEHICLE,4.0,,14,2001.0
1364186,43634,G063166,ARMED: HANDGUN,6.0,,3,2001.0
1364187,43635,G070847,TO LAND,7.0,,26,2001.0
1364188,43636,G070165,AGGRAVATED:KNIFE/CUTTING INSTR,7.0,,04A,2001.0
1364189,43637,G070309,UNLAWFUL ENTRY,8.0,,5,2001.0
1364190,43638,G068524,STRONGARM - NO WEAPON,6.0,,3,2001.0
1364191,43639,G070613,ARMED:KNIFE/CUTTING INSTRUMENT,9.0,,3,2001.0
1364192,43640,G070916,SIMPLE,16.0,,08B,2001.0
1364193,43641,G069842,AUTOMOBILE,4.0,,7,2001.0
1364195,43642,G069927,TO VEHICLE,4.0,,14,2001.0
1364196,43643,G070639,SIMPLE,22.0,,08B,2001.0
1364197,43644,G071259,UNLAWFUL ENTRY,8.0,,5,2001.0
1364198,43645,G070617,VEHICULAR HIJACKING,9.0,,3,2001.0
1364199,43646,G070171,UNLAWFUL ENTRY,7.0,,5,2001.0
1364200,43647,G070624,TO VEHICLE,17.0,,14,2001.0
1364203,43648,G070904,AUTOMOBILE,4.0,,7,2001.0
1364204,43649,G068720,STRONGARM - NO WEAPON,6.0,,3,2001.0
1364205,43650,G070795,AGGRAVATED:KNIFE/CUTTING INSTR,3.0,,04A,2001.0
1364206,43651,G070959,TO PROPERTY,7.0,,14,2001.0
1364207,43652,G063651,SIMPLE,8.0,,08A,2001.0
1364209,43653,G070765,SIMPLE,22.0,,08B,2001.0
1364210,43654,G067921,$500 AND UNDER,4.0,,6,2001.0
1364211,43655,G066197,FORCIBLE ENTRY,9.0,,5,2001.0
1364212,43656,G070628,SIMPLE,16.0,,08A,2001.0
1364214,43657,G069101,ARMED: HANDGUN,6.0,,3,2001.0
1364215,43658,G071428,OVER $500,8.0,,6,2001.0
1364216,43659,G071025,SIMPLE,7.0,,08B,2001.0
1364218,43660,G070614,TELEPHONE THREAT,16.0,,26,2001.0
1364219,43661,G057009,OVER $500,4.0,,6,2001.0
1364220,43662,G071156,FORCIBLE ENTRY,9.0,,5,2001.0
1364221,43663,G070828,SIMPLE,20.0,,08B,2001.0
1364223,43664,G070324,SIMPLE,7.0,,08B,2001.0
1364224,43665,G071530,AUTOMOBILE,25.0,,7,2001.0
1364226,43666,G070654,FORCIBLE ENTRY,17.0,,5,2001.0
1364227,43667,G071311,SIMPLE,1.0,,08B,2001.0
1364228,43668,G069004,SIMPLE,8.0,,08A,2001.0
1364229,43669,G070779,TO VEHICLE,16.0,,14,2001.0
1364230,43670,G069656,FORCIBLE ENTRY,9.0,,5,2001.0
1364231,43671,G069653,FORCIBLE ENTRY,6.0,,5,2001.0
1364232,43672,G071039,SIMPLE,7.0,,08B,2001.0
1364234,43673,G070416,$500 AND UNDER,7.0,,6,2001.0
1364235,43674,G070936,ARMED: HANDGUN,6.0,,3,2001.0
1364236,43675,G070784,OTHER VEHICLE OFFENSE,17.0,,26,2001.0
1364237,43676,G070116,TELEPHONE THREAT,20.0,,26,2001.0
1364238,43677,G070803,SIMPLE,22.0,,08B,2001.0
1364241,43678,G071537,ATT: AUTOMOBILE,2.0,,7,2001.0
1364243,43679,G069799,BOMB THREAT,6.0,,26,2001.0
1364244,43680,G060160,SIMPLE,8.0,,08A,2001.0
1364245,43681,G071066,SIMPLE,7.0,,08B,2001.0
1364246,43682,G070995,SIMPLE,22.0,,08B,2001.0
1364247,43683,G071336,FORCIBLE ENTRY,8.0,,5,2001.0
1364248,43684,G070441,$500 AND UNDER,9.0,,6,2001.0
1364253,43685,G070783,UNLAWFUL POSS OF HANDGUN,9.0,,15,2001.0
1364254,43686,G070834,$500 AND UNDER,17.0,,6,2001.0
1364255,43687,G071538,VIOLATE ORDER OF PROTECTION,14.0,,26,2001.0
1364256,43688,G070445,SIMPLE,7.0,,08B,2001.0
1364257,43689,G071207,SIMPLE,22.0,,08B,2001.0
1364258,43690,G070683,$500 AND UNDER,4.0,,6,2001.0
1364260,43691,G071367,TO PROPERTY,1.0,,14,2001.0
1364261,43692,G071086,$500 AND UNDER,7.0,,6,2001.0
1364262,43693,G071232,TO PROPERTY,9.0,,14,2001.0
1364263,43694,G070937,SIMPLE,17.0,,08B,2001.0
1364264,43695,G070481,$500 AND UNDER,7.0,,6,2001.0
1364266,43696,G071551,TO VEHICLE,10.0,,14,2001.0
1364267,43697,G071119,SIMPLE,7.0,,08A,2001.0
1364268,43698,G071063,TO PROPERTY,9.0,,14,2001.0
1364269,43699,G070878,SIMPLE,3.0,,08B,2001.0
1364270,43700,G065088,SIMPLE,2.0,,08B,2001.0
1364271,43701,G070484,BOMB THREAT,18.0,,26,2001.0
